survey_id,member_id,survey_date,nps_score,csat_score,effort_score,feedback_text,survey_type
S00000416,M00000621,2023-05-04,7,4,2,"Great service, very helpful",post_digital
S00000417,M00004525,2024-02-27,4,2,3,Website is confusing,post_digital
S00000418,M00000039,2024-06-28,6,5,3,Process is too complicated,post_call
S00000419,M00000862,2023-02-21,10,5,1,,post_call
S00000420,M00001156,2024-12-24,10,4,3,Process is too complicated,post_digital
S00000421,M00007574,2024-12-22,5,5,6,,periodic
S00000422,M00007139,2024-11-19,3,5,4,,post_call
S00000423,M00007430,2023-11-28,6,3,5,"Great service, very helpful",post_digital
S00000424,M00008496,2024-06-07,10,5,3,,post_call
S00000425,M00007153,2024-05-07,9,4,3,Too long wait time,post_digital
S00000426,M00004565,2024-03-02,6,4,2,Could not find what I needed online,periodic
S00000427,M00007983,2023-08-04,7,5,3,Billing is unclear,post_digital
S00000428,M00001065,2023-02-23,1,3,2,Agent was knowledgeable,post_call
S00000429,M00009916,2024-08-07,5,5,1,Billing is unclear,post_digital
S00000430,M00000753,2024-07-16,7,1,3,Had to call multiple times,post_call
S00000431,M00001182,2024-04-12,6,4,1,Too long wait time,post_call
S00000432,M00006463,2024-05-17,4,5,3,Had to call multiple times,post_digital
S00000433,M00007191,2024-06-17,10,1,4,Website is confusing,post_digital
S00000434,M00002328,2024-01-22,7,5,3,Process is too complicated,post_call
S00000435,M00000158,2024-11-20,8,4,3,Website is confusing,post_call
S00000436,M00004939,2023-04-28,4,4,2,,post_digital
S00000437,M00004780,2024-03-18,9,4,4,Too long wait time,post_digital
S00000438,M00001836,2023-07-13,6,3,4,Very satisfied with my plan,periodic
S00000439,M00006674,2024-03-22,2,3,7,Billing is unclear,periodic
S00000440,M00000721,2024-09-09,2,2,2,,periodic
S00000441,M00003928,2023-08-16,9,3,1,,periodic
S00000442,M00009550,2023-05-24,6,1,5,,annual
S00000443,M00003538,2023-12-16,7,4,3,,annual
S00000444,M00005236,2023-11-17,9,5,5,Could not find what I needed online,post_digital
S00000445,M00009848,2024-04-25,7,2,3,,post_call
S00000446,M00005374,2023-03-09,10,5,6,Had to call multiple times,periodic
S00000447,M00002767,2023-12-06,5,3,1,Very satisfied with my plan,post_digital
S00000448,M00000970,2024-11-23,5,4,2,Could not find what I needed online,post_digital
S00000449,M00006111,2023-08-30,7,4,1,,post_digital
S00000450,M00002541,2023-01-19,0,3,3,Too long wait time,post_digital
S00000451,M00006840,2024-11-25,3,4,4,Website is confusing,annual
S00000452,M00003560,2024-11-29,4,5,2,"Great service, very helpful",post_digital
S00000453,M00002723,2024-11-12,1,4,1,Website is confusing,periodic
S00000454,M00001399,2023-01-25,10,5,4,Quick and easy,post_digital
S00000455,M00001472,2023-11-07,6,1,3,Billing is unclear,post_digital
S00000456,M00009988,2023-12-08,6,2,2,Process is too complicated,periodic
S00000457,M00003335,2024-05-07,7,5,2,Website is confusing,post_digital
S00000458,M00009656,2024-11-21,8,3,6,Too long wait time,post_call
S00000459,M00004473,2023-01-19,4,3,4,"Great service, very helpful",periodic
S00000460,M00006287,2023-03-23,9,1,3,Had to call multiple times,post_digital
S00000461,M00003203,2023-03-03,9,4,1,,periodic
S00000462,M00009393,2023-05-02,8,4,1,,post_digital
S00000463,M00008902,2023-03-27,7,4,2,,post_call
S00000464,M00002761,2024-06-23,6,1,3,,periodic
S00000465,M00002580,2024-05-19,0,4,3,Process is too complicated,post_digital
S00000466,M00009878,2024-11-16,9,3,4,,annual
S00000467,M00008430,2024-09-24,6,5,2,,post_call
S00000468,M00007020,2023-09-23,3,5,7,Could not find what I needed online,periodic
S00000469,M00005095,2023-01-17,6,4,2,"Great service, very helpful",periodic
S00000470,M00009532,2024-02-28,8,3,5,,periodic
S00000471,M00001787,2024-05-24,2,3,1,Agent was knowledgeable,annual
S00000472,M00009825,2023-06-10,5,5,6,Very satisfied with my plan,post_call
S00000473,M00009568,2023-08-21,7,2,3,,post_call
S00000474,M00005983,2023-01-10,1,4,3,"Great service, very helpful",post_digital
S00000475,M00004703,2023-08-09,10,4,2,Process is too complicated,periodic
S00000476,M00005281,2023-07-13,7,3,1,,post_call
S00000477,M00001491,2024-02-18,9,3,3,Had to call multiple times,post_digital
S00000478,M00000032,2024-04-04,4,3,1,Could not find what I needed online,post_call
S00000479,M00002691,2024-05-04,3,3,5,,post_digital
S00000480,M00006807,2024-03-16,2,5,3,Too long wait time,post_digital
S00000481,M00004438,2024-07-05,7,5,3,Quick and easy,post_call
S00000482,M00007926,2024-08-02,1,3,1,Had to call multiple times,periodic
S00000483,M00001788,2023-03-24,7,5,3,Website is confusing,post_digital
S00000484,M00007866,2024-08-03,10,5,3,Billing is unclear,post_call
S00000485,M00007469,2024-12-07,4,3,1,,post_call
S00000486,M00006098,2024-04-12,5,2,7,,post_call
S00000487,M00009304,2023-03-09,5,2,3,"Great service, very helpful",post_call
S00000488,M00001597,2024-07-20,5,5,2,Process is too complicated,post_call
S00000489,M00007102,2023-12-10,8,5,4,"Great service, very helpful",annual
S00000490,M00007468,2024-08-11,8,4,4,Quick and easy,post_call
S00000491,M00003867,2023-03-15,9,4,1,Could not find what I needed online,post_digital
S00000492,M00007742,2024-02-05,5,5,2,Too long wait time,periodic
S00000493,M00008429,2024-01-20,8,4,1,Very satisfied with my plan,post_digital
S00000494,M00006255,2024-05-22,9,1,3,Website is confusing,post_digital
S00000495,M00005511,2023-11-27,3,3,4,,post_digital
S00000496,M00004655,2024-11-13,10,4,4,Too long wait time,annual
S00000497,M00003935,2023-07-23,3,3,4,,post_digital
S00000498,M00000058,2023-06-18,9,3,1,Process is too complicated,post_call
S00000499,M00003655,2023-09-14,9,4,4,,annual
S00000500,M00009642,2023-09-08,5,2,3,,post_call
S00000501,M00005758,2023-06-13,4,3,4,Too long wait time,post_call
S00000502,M00005920,2024-03-26,8,1,4,Website is confusing,post_digital
S00000503,M00008310,2024-01-29,6,4,4,Quick and easy,post_call
S00000504,M00006552,2024-10-16,6,3,3,,post_digital
S00000505,M00000054,2024-10-26,4,4,7,Had to call multiple times,post_call
S00000506,M00008513,2023-06-21,9,5,3,Agent was knowledgeable,annual
S00000507,M00008048,2024-11-09,8,4,4,"Great service, very helpful",post_digital
S00000508,M00000946,2024-07-08,10,3,5,Billing is unclear,post_call
S00000509,M00006479,2023-11-22,7,4,4,,post_call
S00000510,M00001488,2024-09-30,2,2,2,,annual
S00000511,M00006432,2023-10-12,8,5,6,Had to call multiple times,periodic
S00000512,M00006386,2024-09-05,2,3,4,Website is confusing,post_digital
S00000513,M00008127,2024-10-13,7,5,6,Agent was knowledgeable,post_call
S00000514,M00002468,2023-11-05,7,5,2,,periodic
S00000515,M00009108,2024-10-18,1,4,2,Had to call multiple times,post_call
S00000516,M00006503,2023-06-18,7,4,2,Process is too complicated,post_digital
S00000517,M00003855,2024-07-20,6,4,5,Agent was knowledgeable,periodic
S00000518,M00007614,2024-09-18,9,3,1,"Great service, very helpful",post_digital
S00000519,M00008638,2024-02-13,8,4,1,Process is too complicated,post_digital
S00000520,M00003446,2023-03-02,4,3,1,Quick and easy,periodic
S00000521,M00008669,2024-01-03,6,3,2,Had to call multiple times,annual
S00000522,M00000931,2023-02-24,4,2,4,Could not find what I needed online,periodic
S00000523,M00007018,2023-04-11,3,2,1,,periodic
S00000524,M00008886,2023-07-20,5,3,4,Could not find what I needed online,post_digital
S00000525,M00008067,2024-03-13,9,5,3,,annual
S00000526,M00001644,2024-05-14,6,1,1,Quick and easy,periodic
S00000527,M00001040,2023-07-04,10,4,4,,post_digital
S00000528,M00008799,2023-03-26,10,3,5,Process is too complicated,post_call
S00000529,M00003814,2023-08-14,2,4,3,Billing is unclear,periodic
S00000530,M00004671,2023-10-01,7,2,4,,periodic
S00000531,M00008701,2023-06-28,5,4,2,Quick and easy,periodic
S00000532,M00006665,2024-07-05,5,5,5,Quick and easy,post_call
S00000533,M00007018,2024-05-02,4,5,6,,periodic
S00000534,M00008559,2023-05-29,9,3,3,"Great service, very helpful",periodic
S00000535,M00006713,2023-12-06,0,1,4,Too long wait time,annual
S00000536,M00005133,2023-01-01,7,2,4,Billing is unclear,post_digital
S00000537,M00003011,2023-12-15,5,5,7,Agent was knowledgeable,post_digital
S00000538,M00009506,2024-03-14,8,5,4,,post_call
S00000539,M00000670,2024-11-07,0,4,2,"Great service, very helpful",post_call
S00000540,M00003793,2024-06-26,7,3,5,Billing is unclear,periodic
S00000541,M00009486,2024-02-15,8,4,6,Could not find what I needed online,post_call
S00000542,M00008547,2023-01-02,1,2,4,,post_digital
S00000543,M00002375,2023-07-28,5,5,6,Process is too complicated,annual
S00000544,M00003579,2023-04-08,5,2,2,Agent was knowledgeable,post_digital
S00000545,M00009747,2024-12-22,5,4,3,Process is too complicated,annual
S00000546,M00006040,2024-04-20,8,4,3,Website is confusing,periodic
S00000547,M00002888,2023-04-27,8,3,5,Billing is unclear,post_digital
S00000548,M00002148,2024-04-21,8,4,4,,periodic
S00000549,M00005542,2024-12-27,4,5,4,Agent was knowledgeable,annual
S00000550,M00001407,2024-10-26,10,4,2,,post_digital
S00000551,M00001975,2023-06-28,6,5,1,Billing is unclear,post_call
S00000552,M00001770,2024-01-04,9,3,4,Too long wait time,periodic
S00000553,M00008311,2024-12-07,10,1,3,,post_call
S00000554,M00007118,2024-11-26,6,4,3,Very satisfied with my plan,post_digital
S00000555,M00009030,2024-04-28,8,4,2,Had to call multiple times,periodic
S00000556,M00007577,2023-07-22,4,3,1,,post_digital
S00000557,M00007954,2023-12-02,9,1,4,Quick and easy,post_call
S00000558,M00003086,2024-12-24,7,5,4,,periodic
S00000559,M00002351,2023-08-23,9,5,4,Agent was knowledgeable,annual
S00000560,M00005901,2023-12-13,10,5,3,Had to call multiple times,annual
S00000561,M00007752,2023-07-22,7,1,4,Very satisfied with my plan,annual
S00000562,M00002527,2023-10-14,10,3,4,Had to call multiple times,post_digital
S00000563,M00009706,2023-09-10,7,4,2,Billing is unclear,post_call
S00000564,M00000836,2023-04-06,4,1,3,Quick and easy,annual
S00000565,M00003473,2023-07-12,5,5,4,,post_digital
S00000566,M00005864,2024-02-01,4,4,3,Billing is unclear,post_call
S00000567,M00001081,2023-08-16,8,3,6,"Great service, very helpful",annual
S00000568,M00001273,2023-01-07,2,2,2,Had to call multiple times,periodic
S00000569,M00007192,2024-02-12,8,4,4,,post_call
S00000570,M00001324,2023-05-14,2,2,3,Had to call multiple times,annual
S00000571,M00003909,2024-10-30,5,5,3,,post_digital
S00000572,M00005160,2024-05-31,7,4,4,Agent was knowledgeable,annual
S00000573,M00009064,2024-05-12,3,2,2,Quick and easy,post_call
S00000574,M00007848,2024-03-10,0,4,3,Website is confusing,periodic
S00000575,M00009078,2023-02-16,5,3,4,Website is confusing,post_digital
S00000576,M00005649,2023-11-27,6,5,4,Quick and easy,post_call
S00000577,M00007754,2024-12-02,6,5,4,Quick and easy,post_digital
S00000578,M00006723,2024-09-15,8,1,1,Process is too complicated,post_call
S00000579,M00006019,2024-04-08,10,3,5,,post_call
S00000580,M00008064,2023-03-15,5,4,2,Process is too complicated,periodic
S00000581,M00006719,2023-08-17,3,4,2,,post_call
S00000582,M00003401,2023-12-22,10,3,4,,post_call
S00000583,M00000652,2023-09-06,9,3,1,Very satisfied with my plan,periodic
S00000584,M00001939,2023-11-15,1,3,3,Process is too complicated,post_digital
S00000585,M00004545,2023-06-20,6,1,3,,post_call
S00000586,M00009006,2024-03-02,7,2,4,,post_digital
S00000587,M00008985,2024-02-15,9,5,4,Process is too complicated,annual
S00000588,M00007044,2023-12-09,9,5,5,Very satisfied with my plan,post_digital
S00000589,M00001238,2023-11-21,0,4,1,,post_call
S00000590,M00001767,2023-11-20,7,4,2,Website is confusing,post_digital
S00000591,M00005322,2024-08-27,7,4,3,Too long wait time,post_digital
S00000592,M00008983,2024-08-22,0,4,1,,post_call
S00000593,M00007690,2024-11-15,3,1,3,Process is too complicated,post_digital
S00000594,M00007892,2023-04-23,4,5,1,Quick and easy,post_digital
S00000595,M00004071,2023-06-20,2,3,2,,post_call
S00000596,M00007175,2024-03-08,10,3,3,Billing is unclear,post_digital
S00000597,M00003151,2023-05-26,9,3,3,Very satisfied with my plan,post_digital
S00000598,M00008926,2023-07-21,8,4,4,Too long wait time,post_call
S00000599,M00007084,2024-02-14,9,5,1,Very satisfied with my plan,post_digital
S00000600,M00008380,2023-11-18,6,4,3,Quick and easy,annual
S00000601,M00008701,2023-12-24,4,4,1,Agent was knowledgeable,post_call
S00000602,M00003418,2023-08-09,7,5,5,Process is too complicated,post_digital
S00000603,M00004896,2023-05-10,8,4,1,"Great service, very helpful",post_call
S00000604,M00009842,2024-02-14,4,5,2,,post_call
S00000605,M00004005,2023-08-30,7,4,2,Agent was knowledgeable,post_call
S00000606,M00008687,2023-07-06,8,4,4,,post_call
S00000607,M00002020,2023-10-05,1,3,6,Had to call multiple times,post_call
S00000608,M00001876,2023-04-24,8,4,1,Very satisfied with my plan,post_digital
S00000609,M00006623,2024-05-04,9,4,3,Quick and easy,post_digital
S00000610,M00003497,2023-06-26,7,1,2,Could not find what I needed online,post_call
S00000611,M00000267,2023-08-26,5,4,6,,annual
S00000612,M00008843,2024-03-15,7,4,2,,periodic
S00000613,M00006002,2024-01-16,5,4,1,Agent was knowledgeable,post_call
S00000614,M00004669,2024-07-04,8,5,3,,periodic
S00000615,M00005301,2023-08-18,9,3,3,Quick and easy,periodic
S00000616,M00006151,2023-11-26,9,2,1,,post_digital
S00000617,M00000891,2023-06-12,9,3,3,,post_call
S00000618,M00002288,2023-02-01,9,3,1,,annual
S00000619,M00009729,2023-08-10,6,4,7,,post_call
S00000620,M00005383,2023-02-22,8,1,1,,post_digital
S00000621,M00002288,2024-06-27,0,3,1,Agent was knowledgeable,post_digital
S00000622,M00008611,2023-07-18,4,1,3,Could not find what I needed online,post_call
S00000623,M00003694,2024-10-18,0,5,5,Could not find what I needed online,post_call
S00000624,M00004588,2024-05-14,6,5,2,Had to call multiple times,post_digital
S00000625,M00009212,2024-03-01,9,4,2,Quick and easy,periodic
S00000626,M00008113,2024-01-05,3,3,4,,periodic
S00000627,M00001023,2024-04-03,7,5,3,,post_call
S00000628,M00005938,2023-05-06,9,4,3,"Great service, very helpful",post_digital
S00000629,M00007208,2024-01-05,6,4,7,,post_digital
S00000630,M00004951,2023-03-01,8,1,2,Quick and easy,post_call
S00000631,M00005572,2024-12-02,8,3,6,,post_digital
S00000632,M00002077,2024-03-30,8,4,3,Could not find what I needed online,periodic
S00000633,M00008170,2024-08-12,4,5,1,Had to call multiple times,annual
S00000634,M00002927,2024-10-03,6,2,1,,post_call
S00000635,M00000564,2024-07-16,2,4,4,,post_digital
S00000636,M00007187,2023-05-19,8,3,1,Billing is unclear,post_digital
S00000637,M00005347,2023-04-23,1,3,1,Website is confusing,post_digital
S00000638,M00002768,2024-03-15,10,4,4,,post_call
S00000639,M00004921,2024-10-13,5,3,2,"Great service, very helpful",post_call
S00000640,M00001850,2024-10-08,6,5,6,,periodic
S00000641,M00004454,2024-10-08,8,4,1,,post_call
S00000642,M00001769,2023-11-19,8,4,6,,annual
S00000643,M00000697,2024-05-09,3,4,7,Could not find what I needed online,post_digital
S00000644,M00007438,2024-07-25,2,2,3,,post_call
S00000645,M00003313,2023-12-01,3,3,5,Could not find what I needed online,post_call
S00000646,M00000795,2024-05-23,7,3,4,Too long wait time,post_digital
S00000647,M00009092,2023-10-05,7,4,3,Very satisfied with my plan,periodic
S00000648,M00007135,2024-02-21,2,3,2,Too long wait time,periodic
S00000649,M00000739,2023-11-28,3,4,3,,post_call
S00000650,M00006427,2024-02-03,7,5,2,Billing is unclear,post_call
S00000651,M00006033,2024-07-10,8,4,1,,post_call
S00000652,M00004926,2024-07-02,7,4,4,Website is confusing,post_call
S00000653,M00003664,2024-04-09,6,4,1,Too long wait time,post_digital
S00000654,M00006792,2023-11-10,6,5,4,Agent was knowledgeable,post_call
S00000655,M00007019,2024-03-26,7,4,3,Website is confusing,post_digital
S00000656,M00008067,2024-11-13,5,2,5,Billing is unclear,post_call
S00000657,M00003264,2023-10-09,5,3,4,"Great service, very helpful",post_call
S00000658,M00005169,2024-10-12,2,3,3,"Great service, very helpful",post_call
S00000659,M00002862,2024-03-23,9,3,2,,post_call
S00000660,M00007453,2024-03-01,7,4,5,Agent was knowledgeable,post_digital
S00000661,M00003322,2023-09-17,0,5,3,,annual
S00000662,M00008512,2023-11-26,10,3,2,Very satisfied with my plan,post_digital
S00000663,M00006275,2023-02-10,2,2,2,Website is confusing,post_digital
S00000664,M00009700,2023-04-05,9,4,2,Process is too complicated,periodic
S00000665,M00009556,2023-08-28,5,5,4,Process is too complicated,periodic
S00000666,M00006370,2023-11-10,5,5,1,Process is too complicated,annual
S00000667,M00009574,2023-05-06,7,3,5,Too long wait time,post_digital
S00000668,M00008262,2023-02-09,3,5,2,Very satisfied with my plan,post_digital
S00000669,M00009394,2023-05-01,5,4,6,,post_digital
S00000670,M00001543,2024-05-17,7,4,4,,post_digital
S00000671,M00008904,2023-01-11,5,3,4,,post_digital
S00000672,M00000389,2023-02-05,5,5,4,Website is confusing,annual
S00000673,M00000004,2024-01-06,3,1,3,Website is confusing,periodic
S00000674,M00005172,2023-10-09,3,4,3,"Great service, very helpful",post_call
S00000675,M00001514,2023-01-03,8,3,3,"Great service, very helpful",post_digital
S00000676,M00005489,2024-12-28,9,3,3,"Great service, very helpful",periodic
S00000677,M00001555,2024-09-08,6,3,1,Website is confusing,post_call
S00000678,M00005079,2023-08-17,5,4,6,Agent was knowledgeable,annual
S00000679,M00001825,2024-01-13,8,5,3,,post_digital
S00000680,M00000057,2023-04-10,8,3,2,Billing is unclear,post_digital
S00000681,M00005559,2024-10-23,10,3,5,"Great service, very helpful",post_digital
S00000682,M00002975,2024-08-14,6,3,2,,post_digital
S00000683,M00004506,2024-11-26,9,5,2,Website is confusing,post_digital
S00000684,M00002093,2024-09-07,5,5,2,,post_digital
S00000685,M00000226,2024-09-14,7,4,2,,annual
S00000686,M00008036,2023-05-23,0,4,2,,post_digital
S00000687,M00005006,2024-04-08,7,5,3,Billing is unclear,annual
S00000688,M00001763,2024-10-18,8,4,4,Agent was knowledgeable,post_digital
S00000689,M00000166,2023-08-08,0,3,4,Quick and easy,post_call
S00000690,M00003954,2023-07-02,6,3,3,Quick and easy,post_call
S00000691,M00008583,2024-10-08,1,3,3,Very satisfied with my plan,post_call
S00000692,M00007994,2024-03-14,1,4,3,Very satisfied with my plan,post_digital
S00000693,M00002151,2023-12-29,7,4,5,Too long wait time,post_digital
S00000694,M00009885,2024-08-03,9,1,4,Billing is unclear,post_call
S00000695,M00006296,2023-08-01,9,5,3,Could not find what I needed online,post_digital
S00000696,M00003678,2024-05-02,9,5,1,Billing is unclear,post_digital
S00000697,M00003587,2024-07-02,4,5,7,Could not find what I needed online,post_digital
